INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
82717	0.992	atemporal	23
118725	0.995	atemporal	23
41159	0.994	atemporal	23
5347	1.0	temporal	23
87138	0.996	atemporal	23
25059	0.992	atemporal	23
89730	0.993	atemporal	23
48942	0.995	atemporal	23
43422	0.995	atemporal	23
2754	1.0	temporal	23
48465	0.994	atemporal	23
68861	0.994	atemporal	23
86324	0.994	atemporal	23
11876	0.995	atemporal	23
139638	0.997	atemporal	23
57856	0.994	atemporal	23
125956	0.994	atemporal	23
117542	0.996	atemporal	23
28068	0.992	atemporal	23
55765	0.997	atemporal	23
112073	0.996	atemporal	23
121310	0.994	atemporal	23
45858	0.996	atemporal	23
53462	0.996	atemporal	23
97707	0.993	atemporal	23
74585	0.994	atemporal	23
95396	0.993	atemporal	23
47001	0.995	atemporal	23
29584	0.993	atemporal	23
94140	0.992	atemporal	23
43280	0.996	atemporal	23
89637	0.994	atemporal	23
9305	0.995	atemporal	23
10598	1.0	temporal	23
57324	0.995	atemporal	23
142124	0.993	atemporal	23
52379	0.992	atemporal	23
102251	0.995	atemporal	23
142257	0.997	atemporal	23
112466	0.995	atemporal	23
22400	0.993	atemporal	23
135819	0.994	atemporal	23
82094	0.995	atemporal	23
43545	0.996	atemporal	23
11335	0.994	atemporal	23
14799	0.992	atemporal	23
103804	0.995	atemporal	23
42257	0.996	atemporal	23
30454	1.0	temporal	23
26717	1.0	temporal	23
69396	0.993	atemporal	23
92193	0.995	atemporal	23
14831	0.992	atemporal	23
119748	0.993	atemporal	23
20421	0.992	atemporal	23
91778	0.994	atemporal	23
115973	1.0	temporal	23
85534	0.995	atemporal	23
115615	0.993	atemporal	23
108208	0.993	atemporal	23
111434	0.996	atemporal	23
67634	0.996	atemporal	23
105190	0.998	atemporal	23
103478	0.993	atemporal	23
86328	0.995	atemporal	23
135061	0.996	atemporal	23
56539	1.0	temporal	23
86584	0.993	atemporal	23
54670	0.993	atemporal	23
119742	0.995	atemporal	23
4084	0.994	atemporal	23
113716	0.995	atemporal	23
65520	0.994	atemporal	23
46564	0.995	atemporal	23
81577	1.0	temporal	23
4014	0.996	atemporal	23
124879	0.992	atemporal	23
142748	0.993	atemporal	23
43548	0.995	atemporal	23
103917	0.994	atemporal	23
38686	0.996	atemporal	23
10552	0.996	atemporal	23
91736	0.995	atemporal	23
8176	0.992	atemporal	23
62452	0.993	atemporal	23
6524	0.994	atemporal	23
96905	0.994	atemporal	23
121215	0.999	atemporal	23
90331	0.992	atemporal	23
115135	0.994	atemporal	23
134056	0.997	atemporal	23
21979	1.0	temporal	23
72332	1.0	temporal	23
140117	0.997	atemporal	23
130100	0.992	atemporal	23
119410	0.994	atemporal	23
87679	0.992	atemporal	23
124279	0.994	atemporal	23
43296	0.993	atemporal	23
5599	0.995	atemporal	23
50209	0.996	atemporal	23
134458	0.993	atemporal	23
84239	0.995	atemporal	23
38336	0.997	atemporal	23
114796	0.997	atemporal	23
46037	0.995	atemporal	23
20110	0.992	atemporal	23
84376	0.992	atemporal	23
89700	0.994	atemporal	23
76336	0.994	atemporal	23
42161	0.994	atemporal	23
97184	1.0	temporal	23
6308	0.994	atemporal	23
133297	0.993	atemporal	23
116846	0.996	atemporal	23
117094	0.994	atemporal	23
13904	0.992	atemporal	23
101411	0.995	atemporal	23
62717	0.993	atemporal	23
139282	1.0	temporal	23
81771	0.996	atemporal	23
1741	0.997	atemporal	23
36073	0.993	atemporal	23
69817	0.995	atemporal	23
125587	0.995	atemporal	23
24773	0.993	atemporal	23
19504	0.995	atemporal	23
126477	0.996	atemporal	23
4883	0.996	atemporal	23
95011	0.993	atemporal	23
58796	0.995	atemporal	23
119785	0.994	atemporal	23
67599	0.994	atemporal	23
119806	1.0	temporal	23
27523	0.995	atemporal	23
99930	1.0	temporal	23
97840	0.995	atemporal	23
114569	0.996	atemporal	23
119469	0.993	atemporal	23
104727	0.994	atemporal	23
57859	1.0	temporal	23
28985	0.995	atemporal	23
45396	0.994	atemporal	23
86866	0.994	atemporal	23
52841	0.992	atemporal	23
75189	0.992	atemporal	23
100062	0.992	atemporal	23
83011	0.995	atemporal	23
85509	0.994	atemporal	23
57501	1.0	temporal	23
106200	0.992	atemporal	23
16009	1.0	temporal	23
124053	0.993	atemporal	23
105622	0.993	atemporal	23
89734	0.997	atemporal	23
113028	0.996	atemporal	23
90871	0.994	atemporal	23
18754	0.992	atemporal	23
8109	0.993	atemporal	23
42031	0.996	atemporal	23
68324	0.996	atemporal	23
88981	0.996	atemporal	23
100489	0.995	atemporal	23
105401	0.993	atemporal	23
127549	0.997	atemporal	23
53786	0.995	atemporal	23
58267	0.996	atemporal	23
122476	0.992	atemporal	23
113742	0.995	atemporal	23
31909	1.0	temporal	23
63666	0.994	atemporal	23
95976	1.0	temporal	23
75684	0.993	atemporal	23
106044	1.0	temporal	23
136304	0.994	atemporal	23
48719	0.994	atemporal	23
42837	0.995	atemporal	23
92146	1.0	temporal	23
116607	0.995	atemporal	23
13833	0.992	atemporal	23
26902	0.995	atemporal	23
124071	0.994	atemporal	23
140582	0.995	atemporal	23
97666	0.997	atemporal	23
32000	0.994	atemporal	23
86571	0.995	atemporal	23
53715	1.0	temporal	23
91565	0.993	atemporal	23
26788	1.0	temporal	23
31829	0.996	atemporal	23
27416	0.995	atemporal	23
29335	0.995	atemporal	23
116686	0.992	atemporal	23
92688	1.0	temporal	23
96310	0.995	atemporal	23
75736	0.992	atemporal	23
110683	0.995	atemporal	23
132458	0.995	atemporal	23
73284	0.995	atemporal	23
61372	0.994	atemporal	23
28593	1.0	temporal	23
91788	0.997	atemporal	23
60871	0.993	atemporal	23
74561	0.998	atemporal	23
7135	0.996	atemporal	23
20091	0.995	atemporal	23
10479	0.992	atemporal	23
78071	0.993	atemporal	23
101395	0.997	atemporal	23
3216	0.995	atemporal	23
7574	0.993	atemporal	23
90044	0.997	atemporal	23
135668	0.993	atemporal	23
66187	1.0	temporal	23
40917	0.996	atemporal	23
73402	1.0	temporal	23
130142	1.0	temporal	23
54404	1.0	temporal	23
63958	0.994	atemporal	23
124188	0.992	atemporal	23
42441	1.0	temporal	23
89884	0.992	atemporal	23
90670	0.994	atemporal	23
68361	0.993	atemporal	23
14971	1.0	temporal	23
49399	0.998	atemporal	23
115762	0.994	atemporal	23
95521	0.993	atemporal	23
57895	0.993	atemporal	23
41857	0.994	atemporal	23
111873	0.992	atemporal	23
26685	0.992	atemporal	23
32940	0.994	atemporal	23
71885	0.994	atemporal	23
68077	1.0	temporal	23
122489	0.994	atemporal	23
61119	1.0	temporal	23
40958	0.995	atemporal	23
58191	1.0	temporal	23
14375	0.995	atemporal	23
111553	1.0	temporal	23
27531	0.993	atemporal	23
35171	0.996	atemporal	23
40478	0.994	atemporal	23
70317	0.992	atemporal	23
99938	0.996	atemporal	23
92367	0.993	atemporal	23
56144	0.995	atemporal	23
119684	1.0	temporal	23
4397	0.993	atemporal	23
128318	1.0	temporal	23
25702	0.992	atemporal	23
33572	1.0	temporal	23
73320	0.995	atemporal	23
109220	0.994	atemporal	23
85817	0.993	atemporal	23
120056	0.996	atemporal	23
76310	1.0	temporal	23
99935	0.995	atemporal	23
118578	0.994	atemporal	23
12666	0.996	atemporal	23
139661	0.992	atemporal	23
1791	1.0	temporal	23
14897	0.992	atemporal	23
86273	0.995	atemporal	23
2732	0.995	atemporal	23
1063	0.992	atemporal	23
43001	0.992	atemporal	23
3983	0.995	atemporal	23
77758	0.996	atemporal	23
79325	0.992	atemporal	23
23958	0.997	atemporal	23
10452	0.993	atemporal	23
28495	1.0	temporal	23
102813	0.995	atemporal	23
113085	0.995	atemporal	23
137778	0.994	atemporal	23
121436	0.994	atemporal	23
61071	0.994	atemporal	23
131968	0.996	atemporal	23
123006	1.0	temporal	23
87563	0.995	atemporal	23
134480	1.0	temporal	23
74440	0.993	atemporal	23
110080	0.995	atemporal	23
97719	0.995	atemporal	23
55989	0.995	atemporal	23
138150	0.993	atemporal	23
141743	0.997	atemporal	23
9590	0.995	atemporal	23
143308	0.994	atemporal	23
94528	1.0	temporal	23
26561	0.992	atemporal	23
77408	0.992	atemporal	23
141790	0.995	atemporal	23
129179	0.996	atemporal	23
26786	0.994	atemporal	23
7564	0.994	atemporal	23
12797	1.0	temporal	23
82647	0.994	atemporal	23
28155	0.994	atemporal	23
95087	0.994	atemporal	23
113336	0.992	atemporal	23
49428	0.997	atemporal	23
41015	0.992	atemporal	23
61293	0.997	atemporal	23
35968	0.995	atemporal	23
40601	0.993	atemporal	23
84519	0.996	atemporal	23
134325	1.0	temporal	23
53664	1.0	temporal	23
39953	0.996	atemporal	23
42477	0.992	atemporal	23
122095	0.996	atemporal	23
100699	1.0	temporal	23
47591	1.0	temporal	23
77667	0.993	atemporal	23
90878	0.996	atemporal	23
28211	0.996	atemporal	23
36432	0.994	atemporal	23
108376	0.995	atemporal	23
116122	0.995	atemporal	23
62791	0.993	atemporal	23
34637	0.994	atemporal	23
49271	1.0	temporal	23
13959	0.992	atemporal	23
34874	0.995	atemporal	23
5190	0.992	atemporal	23
81718	0.994	atemporal	23
36766	0.996	atemporal	23
38105	0.994	atemporal	23
18089	0.992	atemporal	23
44626	0.994	atemporal	23
75899	0.996	atemporal	23
104688	0.993	atemporal	23
56475	0.994	atemporal	23
11129	0.995	atemporal	23
41014	0.994	atemporal	23
53269	0.993	atemporal	23
56553	0.994	atemporal	23
2945	0.994	atemporal	23
28938	1.0	temporal	23
68133	0.994	atemporal	23
122260	0.995	atemporal	23
130744	0.992	atemporal	23
30336	0.993	atemporal	23
49556	0.993	atemporal	23
54505	0.996	atemporal	23
75400	0.993	atemporal	23
77940	0.995	atemporal	23
11679	1.0	temporal	23
96497	0.996	atemporal	23
72940	1.0	temporal	23
137073	0.995	atemporal	23
122541	1.0	temporal	23
112082	0.992	atemporal	23
3250	0.997	atemporal	23
18208	0.992	atemporal	23
23129	1.0	temporal	23
86665	0.994	atemporal	23
62300	0.993	atemporal	23
135104	0.993	atemporal	23
116962	1.0	temporal	23
81610	0.992	atemporal	23
6511	0.994	atemporal	23
49854	1.0	temporal	23
140444	0.994	atemporal	23
30830	0.994	atemporal	23
88869	0.995	atemporal	23
67970	0.993	atemporal	23
99148	1.0	temporal	23
142846	0.994	atemporal	23
87436	1.0	temporal	23
25240	0.995	atemporal	23
67572	0.997	atemporal	23
121591	0.994	atemporal	23
107187	0.997	atemporal	23
67508	1.0	temporal	23
24592	0.993	atemporal	23
45195	0.996	atemporal	23
11754	0.994	atemporal	23
16745	0.992	atemporal	23
25786	0.994	atemporal	23
86105	0.997	atemporal	23
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
134718	0.993	atemporal	24
75214	0.993	atemporal	24
29364	0.992	atemporal	24
57558	0.996	atemporal	24
95872	0.992	atemporal	24
45831	0.993	atemporal	24
116418	0.992	atemporal	24
18669	0.993	atemporal	24
111716	0.996	atemporal	24
107877	0.994	atemporal	24
88205	0.994	atemporal	24
36331	0.992	atemporal	24
105665	1.0	temporal	24
80855	1.0	temporal	24
12963	0.995	atemporal	24
136956	1.0	temporal	24
38948	1.0	temporal	24
53522	0.995	atemporal	24
98333	0.993	atemporal	24
7801	1.0	temporal	24
55106	0.992	atemporal	24
76983	0.996	atemporal	24
36977	0.992	atemporal	24
93659	1.0	temporal	24
116042	0.992	atemporal	24
138251	0.992	atemporal	24
17032	0.994	atemporal	24
128639	0.995	atemporal	24
44654	1.0	temporal	24
23727	0.992	atemporal	24
74468	0.994	atemporal	24
64748	0.995	atemporal	24
48316	0.994	atemporal	24
134761	0.995	atemporal	24
99972	0.994	atemporal	24
100993	1.0	temporal	24
63592	0.994	atemporal	24
131191	0.992	atemporal	24
24405	0.993	atemporal	24
47537	0.991	atemporal	24
59369	0.992	atemporal	24
61174	0.992	atemporal	24
119187	0.994	atemporal	24
24257	0.995	atemporal	24
128080	1.0	temporal	24
117817	0.992	atemporal	24
88954	0.997	atemporal	24
59006	1.0	temporal	24
102519	0.993	atemporal	24
58496	0.993	atemporal	24
48552	0.993	atemporal	24
129504	0.993	atemporal	24
35336	0.996	atemporal	24
24099	0.993	atemporal	24
121454	0.992	atemporal	24
16259	0.994	atemporal	24
66472	0.991	atemporal	24
52681	0.995	atemporal	24
49242	0.995	atemporal	24
126103	0.994	atemporal	24
16778	0.993	atemporal	24
140767	0.993	atemporal	24
25843	0.991	atemporal	24
101015	0.994	atemporal	24
1868	0.993	atemporal	24
77278	0.993	atemporal	24
103715	0.992	atemporal	24
67583	1.0	temporal	24
121966	1.0	temporal	24
65465	0.991	atemporal	24
107090	0.992	atemporal	24
116682	0.992	atemporal	24
123901	0.994	atemporal	24
87059	0.992	atemporal	24
12268	0.993	atemporal	24
72667	0.994	atemporal	24
110122	1.0	temporal	24
44845	0.993	atemporal	24
129399	1.0	temporal	24
91086	1.0	temporal	24
139447	0.994	atemporal	24
81605	0.994	atemporal	24
128334	1.0	temporal	24
28665	0.993	atemporal	24
44132	0.995	atemporal	24
84233	0.995	atemporal	24
39080	0.994	atemporal	24
57137	1.0	temporal	24
58869	1.0	temporal	24
124444	0.995	atemporal	24
16827	0.992	atemporal	24
58837	0.995	atemporal	24
89997	0.995	atemporal	24
113452	0.993	atemporal	24
119131	0.992	atemporal	24
24745	0.993	atemporal	24
107386	0.992	atemporal	24
30680	0.992	atemporal	24
126590	1.0	temporal	24
2941	0.992	atemporal	24
102990	0.992	atemporal	24
32278	0.994	atemporal	24
71774	0.991	atemporal	24
59310	0.994	atemporal	24
45979	0.993	atemporal	24
114801	0.995	atemporal	24
73273	1.0	temporal	24
4277	0.992	atemporal	24
44822	0.993	atemporal	24
27840	0.995	atemporal	24
23534	0.997	atemporal	24
126463	0.995	atemporal	24
89262	0.993	atemporal	24
42634	1.0	temporal	24
123037	0.994	atemporal	24
62348	0.994	atemporal	24
111130	1.0	temporal	24
134738	0.991	atemporal	24
20300	1.0	temporal	24
63863	0.993	atemporal	24
130137	1.0	temporal	24
22134	0.995	atemporal	24
74098	0.994	atemporal	24
96381	0.995	atemporal	24
72642	0.994	atemporal	24
101570	0.992	atemporal	24
50333	1.0	temporal	24
56712	0.993	atemporal	24
27657	0.993	atemporal	24
91083	0.993	atemporal	24
98220	1.0	temporal	24
95138	0.995	atemporal	24
52409	0.992	atemporal	24
67311	0.996	atemporal	24
86265	0.994	atemporal	24
62666	0.993	atemporal	24
139126	0.995	atemporal	24
35637	0.995	atemporal	24
31022	1.0	temporal	24
19253	0.994	atemporal	24
46958	0.993	atemporal	24
136828	0.994	atemporal	24
142355	1.0	temporal	24
134404	0.993	atemporal	24
125349	0.994	atemporal	24
106793	0.995	atemporal	24
74552	0.992	atemporal	24
79120	0.995	atemporal	24
76357	0.994	atemporal	24
142956	0.993	atemporal	24
1569	0.993	atemporal	24
101796	1.0	temporal	24
139406	1.0	temporal	24
113230	0.993	atemporal	24
24240	0.993	atemporal	24
44374	0.994	atemporal	24
78430	0.994	atemporal	24
88900	0.992	atemporal	24
118637	0.992	atemporal	24
43775	0.994	atemporal	24
73630	1.0	temporal	24
142795	0.995	atemporal	24
125369	0.995	atemporal	24
4659	0.992	atemporal	24
13038	0.992	atemporal	24
94120	0.993	atemporal	24
132216	0.995	atemporal	24
2382	0.992	atemporal	24
133532	0.994	atemporal	24
91527	0.994	atemporal	24
68302	0.994	atemporal	24
60328	0.995	atemporal	24
109816	1.0	temporal	24
53033	0.994	atemporal	24
45269	0.993	atemporal	24
98987	0.992	atemporal	24
98124	1.0	temporal	24
42548	0.992	atemporal	24
48653	0.995	atemporal	24
94745	0.993	atemporal	24
2571	0.992	atemporal	24
9328	0.995	atemporal	24
115986	0.997	atemporal	24
135774	0.992	atemporal	24
106149	1.0	temporal	24
86564	1.0	temporal	24
117878	0.993	atemporal	24
2171	0.995	atemporal	24
77555	0.992	atemporal	24
100231	0.993	atemporal	24
33432	0.995	atemporal	24
101667	0.993	atemporal	24
140420	0.994	atemporal	24
119243	0.992	atemporal	24
118589	1.0	temporal	24
121358	1.0	temporal	24
68945	1.0	temporal	24
136091	0.994	atemporal	24
40439	0.995	atemporal	24
2246	0.995	atemporal	24
121757	0.995	atemporal	24
89207	0.995	atemporal	24
91570	0.992	atemporal	24
81354	0.992	atemporal	24
106486	0.994	atemporal	24
127954	0.995	atemporal	24
132597	0.992	atemporal	24
88553	0.993	atemporal	24
133361	0.993	atemporal	24
112473	1.0	temporal	24
30498	0.991	atemporal	24
10049	0.992	atemporal	24
72009	0.993	atemporal	24
52398	0.995	atemporal	24
34119	0.994	atemporal	24
88793	1.0	temporal	24
136099	0.995	atemporal	24
9717	1.0	temporal	24
120620	0.992	atemporal	24
115261	0.993	atemporal	24
21445	0.994	atemporal	24
141030	0.994	atemporal	24
35938	0.995	atemporal	24
90516	0.994	atemporal	24
42196	0.993	atemporal	24
28133	1.0	temporal	24
42624	0.992	atemporal	24
3271	1.0	temporal	24
136992	0.993	atemporal	24
16910	0.994	atemporal	24
48087	0.992	atemporal	24
17527	0.994	atemporal	24
137497	0.992	atemporal	24
58078	0.996	atemporal	24
16201	0.995	atemporal	24
131280	0.995	atemporal	24
65993	1.0	temporal	24
99847	0.992	atemporal	24
127687	0.993	atemporal	24
119744	0.992	atemporal	24
64145	1.0	temporal	24
91710	1.0	temporal	24
50261	0.996	atemporal	24
97994	1.0	temporal	24
78284	1.0	temporal	24
37242	0.993	atemporal	24
945	0.994	atemporal	24
53256	0.993	atemporal	24
68663	0.993	atemporal	24
33578	0.992	atemporal	24
108074	0.992	atemporal	24
128726	0.994	atemporal	24
49365	1.0	temporal	24
122002	0.994	atemporal	24
45713	0.993	atemporal	24
129062	0.994	atemporal	24
80226	0.992	atemporal	24
126049	0.996	atemporal	24
60319	0.992	atemporal	24
143746	1.0	temporal	24
75118	0.994	atemporal	24
40292	0.993	atemporal	24
131510	0.994	atemporal	24
121049	0.991	atemporal	24
126662	0.994	atemporal	24
28296	0.992	atemporal	24
139778	0.992	atemporal	24
56544	1.0	temporal	24
125319	1.0	temporal	24
81084	0.992	atemporal	24
133171	0.995	atemporal	24
115976	0.991	atemporal	24
128029	0.994	atemporal	24
5474	0.992	atemporal	24
132831	0.993	atemporal	24
13353	0.993	atemporal	24
118570	0.993	atemporal	24
63856	0.991	atemporal	24
61554	1.0	temporal	24
100261	0.991	atemporal	24
118845	0.992	atemporal	24
102049	1.0	temporal	24
125916	0.992	atemporal	24
16783	0.996	atemporal	24
55804	1.0	temporal	24
33793	0.992	atemporal	24
65125	0.993	atemporal	24
139984	0.993	atemporal	24
58849	0.993	atemporal	24
22297	1.0	temporal	24
38591	0.996	atemporal	24
100099	0.992	atemporal	24
54718	0.994	atemporal	24
26443	0.992	atemporal	24
66311	0.994	atemporal	24
4146	0.995	atemporal	24
73310	0.996	atemporal	24
78130	0.995	atemporal	24
124241	1.0	temporal	24
81097	0.992	atemporal	24
38752	0.996	atemporal	24
114199	0.997	atemporal	24
101837	0.994	atemporal	24
46460	1.0	temporal	24
109090	0.993	atemporal	24
107701	0.997	atemporal	24
24307	1.0	temporal	24
11673	0.992	atemporal	24
58913	0.992	atemporal	24
99437	0.992	atemporal	24
131180	0.992	atemporal	24
27830	0.993	atemporal	24
37908	0.996	atemporal	24
9668	0.993	atemporal	24
60403	0.992	atemporal	24
16723	0.993	atemporal	24
79271	0.994	atemporal	24
109085	0.991	atemporal	24
42985	0.993	atemporal	24
37074	1.0	temporal	24
48038	0.993	atemporal	24
36851	0.995	atemporal	24
107359	0.994	atemporal	24
122573	0.991	atemporal	24
105838	0.992	atemporal	24
130374	0.995	atemporal	24
76341	0.996	atemporal	24
2518	0.992	atemporal	24
103030	0.994	atemporal	24
91084	0.995	atemporal	24
141338	1.0	temporal	24
42692	0.995	atemporal	24
98516	0.992	atemporal	24
105614	0.993	atemporal	24
810	0.995	atemporal	24
93211	0.995	atemporal	24
59780	0.995	atemporal	24
97180	0.994	atemporal	24
5488	0.994	atemporal	24
43646	1.0	temporal	24
96286	0.994	atemporal	24
9469	0.994	atemporal	24
28753	0.992	atemporal	24
133608	0.995	atemporal	24
73988	0.993	atemporal	24
78785	0.994	atemporal	24
93789	0.992	atemporal	24
122473	0.993	atemporal	24
106806	0.995	atemporal	24
44516	1.0	temporal	24
77735	0.997	atemporal	24
71074	0.993	atemporal	24
127088	0.993	atemporal	24
30297	0.994	atemporal	24
54408	0.993	atemporal	24
106315	0.997	atemporal	24
61048	0.994	atemporal	24
132713	1.0	temporal	24
95271	1.0	temporal	24
5557	0.994	atemporal	24
50561	0.994	atemporal	24
140605	0.992	atemporal	24
46344	1.0	temporal	24
75179	0.996	atemporal	24
20417	1.0	temporal	24
118430	0.992	atemporal	24
50286	1.0	temporal	24
4054	0.995	atemporal	24
105146	0.994	atemporal	24
76525	0.992	atemporal	24
31419	0.993	atemporal	24
73233	0.995	atemporal	24
126351	0.995	atemporal	24
33756	0.994	atemporal	24
10160	0.995	atemporal	24
130547	0.994	atemporal	24
23671	0.992	atemporal	24
24545	0.996	atemporal	24
20711	0.996	atemporal	24
20038	0.993	atemporal	24
124808	0.993	atemporal	24
54323	0.992	atemporal	24
349	0.993	atemporal	24
119168	1.0	temporal	24
132945	0.992	atemporal	24
67029	0.992	atemporal	24
100898	1.0	temporal	24
32981	0.996	atemporal	24
134254	0.995	atemporal	24
34311	0.992	atemporal	24
88169	0.994	atemporal	24
65691	0.995	atemporal	24
124834	0.992	atemporal	24
70264	0.996	atemporal	24
96911	0.995	atemporal	24
118659	0.992	atemporal	24
48310	0.992	atemporal	24
36087	0.993	atemporal	24
90437	0.996	atemporal	24
17803	0.992	atemporal	24
94615	1.0	temporal	24
110941	0.992	atemporal	24
39846	0.993	atemporal	24
7581	0.996	atemporal	24
37854	0.992	atemporal	24
49264	0.992	atemporal	24
31053	0.992	atemporal	24
116352	0.993	atemporal	24
14425	0.993	atemporal	24
490	0.994	atemporal	24
11022	1.0	temporal	24
141129	0.994	atemporal	24
37116	0.993	atemporal	24
134349	0.993	atemporal	24
60827	0.995	atemporal	24
138655	0.994	atemporal	24
82693	0.991	atemporal	24
53103	0.994	atemporal	24
15282	1.0	temporal	24
71973	0.994	atemporal	24
105385	0.992	atemporal	24
17251	0.993	atemporal	24
2485	1.0	temporal	24
70601	0.993	atemporal	24
85716	0.995	atemporal	24
127388	0.994	atemporal	24
863	0.995	atemporal	24
27348	0.993	atemporal	24
107533	1.0	temporal	24
60941	0.995	atemporal	24
85549	0.995	atemporal	24
53892	0.993	atemporal	24
35573	0.992	atemporal	24
1295	1.0	temporal	24
113182	0.996	atemporal	24
115591	0.995	atemporal	24
37605	0.993	atemporal	24
72899	0.994	atemporal	24
18953	0.993	atemporal	24
44868	1.0	temporal	24
93301	0.993	atemporal	24
66482	0.993	atemporal	24
9709	1.0	temporal	24
8397	0.995	atemporal	24
26397	0.993	atemporal	24
71310	0.993	atemporal	24
83526	0.991	atemporal	24
137300	0.992	atemporal	24
58273	0.996	atemporal	24
88932	0.994	atemporal	24
71883	1.0	temporal	24
118849	0.992	atemporal	24
114116	0.994	atemporal	24
115203	0.992	atemporal	24
40899	0.995	atemporal	24
30313	0.993	atemporal	24
45137	0.993	atemporal	24
72234	0.993	atemporal	24
3066	0.993	atemporal	24
14128	0.994	atemporal	24
70612	0.992	atemporal	24
76634	1.0	temporal	24
40453	0.995	atemporal	24
39537	0.993	atemporal	24
25939	1.0	temporal	24
27342	0.994	atemporal	24
108688	0.992	atemporal	24
40531	0.995	atemporal	24
123151	0.992	atemporal	24
64555	0.993	atemporal	24
78292	0.993	atemporal	24
104562	0.991	atemporal	24
61740	0.992	atemporal	24
97570	0.993	atemporal	24
49243	1.0	temporal	24
107718	0.994	atemporal	24
127608	0.994	atemporal	24
104537	0.992	atemporal	24
20235	0.996	atemporal	24
89261	0.993	atemporal	24
108540	0.994	atemporal	24
115345	0.995	atemporal	24
37140	0.992	atemporal	24
134734	0.995	atemporal	24
113720	0.992	atemporal	24
650	0.995	atemporal	24
50700	0.993	atemporal	24
86808	0.992	atemporal	24
130028	0.992	atemporal	24
130717	0.994	atemporal	24
96211	0.995	atemporal	24
2136	0.993	atemporal	24
123645	0.997	atemporal	24
134268	0.995	atemporal	24
32483	0.996	atemporal	24
3319	0.994	atemporal	24
17148	0.993	atemporal	24
141994	1.0	temporal	24
60490	0.995	atemporal	24
7869	0.993	atemporal	24
9528	0.993	atemporal	24
118008	0.992	atemporal	24
112721	1.0	temporal	24
46316	0.996	atemporal	24
48835	0.992	atemporal	24
65785	0.992	atemporal	24
43689	0.994	atemporal	24
50741	0.993	atemporal	24
12902	0.993	atemporal	24
121425	0.994	atemporal	24
100682	0.994	atemporal	24
65864	1.0	temporal	24
125174	0.995	atemporal	24
41662	0.996	atemporal	24
35006	0.992	atemporal	24
35725	0.992	atemporal	24
8629	0.993	atemporal	24
140537	0.994	atemporal	24
128170	0.995	atemporal	24
115352	0.993	atemporal	24
119087	0.993	atemporal	24
133924	0.994	atemporal	24
39341	0.994	atemporal	24
24602	0.993	atemporal	24
6053	0.993	atemporal	24
46899	0.992	atemporal	24
137987	0.991	atemporal	24
33312	0.993	atemporal	24
49609	0.992	atemporal	24
40199	0.992	atemporal	24
119612	0.994	atemporal	24
62879	0.994	atemporal	24
85060	0.995	atemporal	24
127185	0.994	atemporal	24
143741	0.992	atemporal	24
119473	0.994	atemporal	24
79137	1.0	temporal	24
28903	0.994	atemporal	24
24266	1.0	temporal	24
63132	0.992	atemporal	24
42184	1.0	temporal	24
27961	0.994	atemporal	24
1248	0.992	atemporal	24
39666	0.994	atemporal	24
109655	0.994	atemporal	24
49615	0.995	atemporal	24
74309	0.993	atemporal	24
87126	0.994	atemporal	24
113790	0.991	atemporal	24
81616	0.994	atemporal	24
11988	1.0	temporal	24
5221	1.0	temporal	24
48394	0.993	atemporal	24
47684	0.993	atemporal	24
107876	0.996	atemporal	24
113935	0.996	atemporal	24
46592	0.993	atemporal	24
112875	0.992	atemporal	24
53930	0.995	atemporal	24
69908	0.991	atemporal	24
50230	0.997	atemporal	24
19176	0.993	atemporal	24
37705	0.992	atemporal	24
121088	0.993	atemporal	24
62690	1.0	temporal	24
51597	0.992	atemporal	24
18310	0.992	atemporal	24
26061	0.994	atemporal	24
89616	1.0	temporal	24
126799	0.992	atemporal	24
73697	0.995	atemporal	24
46861	0.992	atemporal	24
53942	0.992	atemporal	24
55826	0.993	atemporal	24
117764	0.991	atemporal	24
114414	0.995	atemporal	24
91222	0.994	atemporal	24
84941	0.993	atemporal	24
132980	0.996	atemporal	24
32874	1.0	temporal	24
33120	0.996	atemporal	24
323	0.994	atemporal	24
64217	1.0	temporal	24
2776	0.992	atemporal	24
121799	1.0	temporal	24
49221	0.997	atemporal	24
54213	1.0	temporal	24
50690	0.992	atemporal	24
71051	1.0	temporal	24
141608	0.992	atemporal	24
103356	0.996	atemporal	24
69293	0.994	atemporal	24
6677	0.993	atemporal	24
136655	0.995	atemporal	24
43463	0.995	atemporal	24
104981	0.994	atemporal	24
20567	0.996	atemporal	24
57117	1.0	temporal	24
128127	0.994	atemporal	24
71167	0.992	atemporal	24
103762	0.992	atemporal	24
96192	0.994	atemporal	24
81380	0.992	atemporal	24
31933	1.0	temporal	24
133796	0.992	atemporal	24
120257	0.993	atemporal	24
110750	0.995	atemporal	24
134765	1.0	temporal	24
127992	0.995	atemporal	24
41151	0.995	atemporal	24
62513	0.994	atemporal	24
34021	0.992	atemporal	24
68236	0.995	atemporal	24
110926	1.0	temporal	24
51352	0.992	atemporal	24
33985	0.996	atemporal	24
116911	0.994	atemporal	24
127691	0.995	atemporal	24
93705	0.992	atemporal	24
89993	0.992	atemporal	24
52021	0.995	atemporal	24
59521	0.992	atemporal	24
83305	0.995	atemporal	24
